学生ID,学生姓名,性别,民族,入学年份,出生日期,家庭住址,家庭类型,政治面貌,入学排名,宿舍号,是否退学
14228,孙翠翠,女,汉族,2017,2002-10-04,黑龙江省黑河市孙吴县,城镇,共青团员,690,-1,0
14229,王明露,女,汉族,2016,2001-06-13,云南省曲靖市富源县,城镇,共青团员,691,-1,0
14230,曹红,男,汉族,2017,2001-02-06,云南省昆明市昆明市,城镇,共青团员,692,-1,0
14231,韩舒,女,汉族,2016,2001-09-12,贵州省黔东南苗族侗族自治州丹寨县,城镇,共青团员,693,-1,0
14232,周燕,女,汉族,2017,2001-06-24,云南省昆明市宜良县,城镇,共青团员,694,-1,0
14513,乜子鑫,女,汉族,2017,2001-03-25,河南省商丘市睢县,城镇,共青团员,695,-1,0
14233,卫雪,女,汉族,2016,2001-06-16,重庆市重庆市永川区,城镇,共青团员,696,-1,0
14234,华绮菱,男,汉族,2016,2002-11-08,江苏省徐州市云龙区,城镇,共青团员,697,205,0
14235,黄娟,男,汉族,2016,2002-10-24,湖北省黄冈市蕲春县,城镇,共青团员,698,-1,0
14236,严孝洁,男,汉族,2016,2001-04-23,浙江省宁波市慈溪市,城镇,共青团员,699,-1,0
14237,郑心敏,男,汉族,2017,2002-09-18,广西壮族自治区钦州市浦北县,城镇,共青团员,700,-1,0
14238,赵计香,男,汉族,2016,2002-02-18,安徽省黄山市休宁县,城镇,共青团员,701,-1,0
14239,许佳丽,女,回族,2016,2001-09-10,四川省乐山市沐川县,城镇,共青团员,702,-1,0
14240,赵胜敏,女,汉族,2017,2001-01-21,广东省汕头市南澳县,城镇,共青团员,703,503,0
14241,周海燕,女,汉族,2017,2002-06-22,内蒙古自治区乌海市海南区,城镇,共青团员,704,-1,0
14242,吕迎春,女,汉族,2016,2001-08-11,四川省凉山彝族自治州昭觉县,城镇,共青团员,705,-1,0
14243,严菁,女,汉族,2016,2001-10-26,江苏省无锡市梁溪区,城镇,共青团员,706,402,0
14244,华锦,女,汉族,2017,2002-02-11,福建省三明市泰宁县,城镇,共青团员,707,-1,0
14245,李景玉,男,汉族,2016,2002-10-08,宁夏回族自治区银川市灵武市,城镇,共青团员,708,-1,0
14246,毕昌菊,女,汉族,2016,2001-09-07,内蒙古自治区乌兰察布市化德县,城镇,共青团员,709,-1,0
14247,金二丫,女,汉族,2017,2002-11-21,新疆维吾尔自治区昌吉回族自治州吉木萨尔县,城镇,共青团员,710,-1,0
14248,施玉兰,女,汉族,2016,2001-08-07,内蒙古自治区赤峰市喀喇沁旗,城镇,共青团员,711,-1,0
14249,严婵,女,汉族,2017,2002-11-25,辽宁省辽阳市灯塔市,城镇,共青团员,712,403,0
14250,吴大秀,女,汉族,2017,2001-03-20,山西省长治市沁源县,城镇,共青团员,713,-1,0
14251,严松,女,汉族,2016,2002-03-09,浙江省丽水市青田县,城镇,共青团员,714,-1,0
14252,任高彭,男,汉族,2016,2002-01-02,陕西省延安市黄龙县,城镇,共青团员,715,303,0
15904,钱玫,男,汉族,2016,2002-11-19,陕西省西安市新城区,城镇,共青团员,716,215,0
14253,周惠,男,汉族,2017,2001-10-19,安徽省合肥市肥东县,城镇,共青团员,717,-1,0
14254,华雪梅,女,汉族,2016,2001-08-20,广东省佛山市三水区,城镇,共青团员,718,503,0
14255,吴小蝶,女,汉族,2016,2001-01-16,山西省临汾市安泽县,城镇,共青团员,719,406,0
14256,钱灿怡,女,汉族,2017,2002-04-09,浙江省嘉兴市平湖市,城镇,共青团员,720,-1,0
14257,葛媛,女,汉族,2017,2001-10-02,广西壮族自治区梧州市长洲区,城镇,共青团员,721,-1,0
14258,戚代云,男,汉族,2017,2002-02-15,黑龙江省齐齐哈尔市龙江县,城镇,共青团员,722,-1,0
14259,韩雅瑄,女,汉族,2017,2002-03-13,河南省商丘市柘城县,城镇,共青团员,723,-1,0
14260,廖盼夏,女,汉族,2017,2002-08-21,贵州省贵阳市花溪区,城镇,共青团员,724,-1,0
14261,彭瑗,女,汉族,2017,2001-11-21,山西省吕梁市吕梁市,城镇,一般,725,-1,0
14262,施琼,女,汉族,2016,2001-10-01,湖南省郴州市北湖区,城镇,共青团员,726,502,0
14263,蒋醉薇,女,汉族,2016,2002-06-21,新疆维吾尔自治区阿克苏地区柯坪县,城镇,共青团员,727,-1,0
14264,许倩,女,汉族,2016,2001-03-08,云南省德宏傣族景颇族自治州瑞丽市,城镇,共青团员,728,-1,0
14265,郑姣,女,朝鲜族,2016,2001-06-26,甘肃省庆阳市环县,城镇,共青团员,729,-1,0
14266,韩涛,女,汉族,2017,2001-03-13,陕西省咸阳市泾阳县,城镇,共青团员,730,-1,0
14267,华淑芬,男,汉族,2016,2001-01-21,河北省承德市围场满族蒙古族自治县,城镇,一般,731,-1,0
14268,施珊,女,汉族,2017,2002-03-06,山东省德州市平原县,城镇,共青团员,732,-1,0
14269,吴琴,女,汉族,2016,2001-06-13,广东省阳江市阳春市,城镇,共青团员,733,-1,0
14270,孔易梦,男,汉族,2017,2002-11-12,河南省南阳市唐河县,城镇,共青团员,734,-1,0
14271,孔秀丽,女,汉族,2017,2002-03-19,贵州省黔南布依族苗族自治州龙里县,城镇,共青团员,735,-1,0
14272,许欣琪,女,汉族,2016,2002-06-05,山东省潍坊市诸城市,城镇,共青团员,736,-1,0
14273,窦苑,女,汉族,2017,2002-11-06,贵州省黔东南苗族侗族自治州岑巩县,城镇,共青团员,737,-1,0
14274,秦代云,女,汉族,2017,2001-04-24,辽宁省本溪市平山区,城镇,共青团员,738,-1,0
14275,郑红燕,女,汉族,2017,2002-06-24,黑龙江省伊春市新青区,城镇,共青团员,739,-1,0
14276,蒋娇娇,女,满族,2017,2002-09-19,河南省开封市兰考县,城镇,共青团员,740,-1,0
14277,魏秀娟,女,汉族,2017,2002-05-03,贵州省遵义市习水县,城镇,共青团员,741,-1,0
14278,孔朱婷,男,汉族,2017,2001-10-05,黑龙江省黑河市北安市,城镇,共青团员,742,-1,0
14279,戚世群,男,汉族,2017,2002-07-18,陕西省咸阳市旬邑县,城镇,共青团员,743,304,0
14280,钱娟,男,汉族,2016,2001-09-20,内蒙古自治区呼和浩特市回民区,城镇,共青团员,744,-1,0
14281,何瑶,男,汉族,2016,2001-03-10,青海省海东市乐都区,城镇,共青团员,745,-1,0
14282,廉绮菱,女,汉族,2017,2002-07-05,黑龙江省鸡西市梨树区,城镇,共青团员,746,-1,0
14283,吴乐萱,女,汉族,2016,2002-01-04,吉林省四平市双辽市,城镇,共青团员,747,-1,0
14284,何倩,男,汉族,2017,2002-04-04,云南省曲靖市罗平县,城镇,共青团员,748,-1,0
14285,郑融,男,汉族,2017,2002-11-07,贵州省遵义市仁怀市,城镇,共青团员,749,-1,0
14286,王春燕,女,汉族,2016,2002-09-08,陕西省宝鸡市宝鸡市,城镇,共青团员,750,-1,0
14287,陈芳,女,汉族,2017,2002-03-09,辽宁省鞍山市铁东区,城镇,共青团员,751,-1,0
14288,魏远琴,男,汉族,2016,2002-10-27,广东省广州市白云区,城镇,共青团员,752,-1,0
14289,况巧丽,女,汉族,2017,2002-02-06,新疆维吾尔自治区阿克苏地区柯坪县,城镇,共青团员,753,-1,0
14290,周凌珍,女,汉族,2016,2002-04-07,甘肃省定西市通渭县,城镇,共青团员,754,-1,0
14291,秦莉,男,汉族,2016,2001-09-03,江苏省扬州市仪征市,城镇,共青团员,755,-1,0
15516,张金玫,男,汉族,2017,2001-01-07,湖南省怀化市新晃侗族自治县,城镇,共青团员,756,402,0
14292,蒋灵竹,女,汉族,2016,2001-07-13,吉林省吉林市船营区,城镇,共青团员,757,-1,0
14293,赵敏,男,汉族,2017,2001-05-05,黑龙江省伊春市友好区,城镇,共青团员,758,-1,0
14294,朱德群,男,汉族,2016,2002-03-05,河北省承德市滦平县,城镇,共青团员,759,-1,0
14295,许千萍,男,汉族,2017,2001-06-25,贵州省黔西南布依族苗族自治州普安县,城镇,共青团员,760,-1,0
14296,秦梦娇,男,汉族,2017,2001-09-16,贵州省黔东南苗族侗族自治州施秉县,城镇,共青团员,761,-1,0
14297,周娣,男,汉族,2017,2001-08-06,江苏省镇江市润州区,城镇,共青团员,762,-1,0
14298,严夏梅,女,汉族,2016,2001-08-11,新疆维吾尔自治区乌鲁木齐市沙依巴克区,城镇,共青团员,763,-1,0
14299,花半雪,女,汉族,2017,2001-11-10,四川省乐山市沐川县,城镇,共青团员,764,-1,0
14300,朱冰露,男,汉族,2016,2002-01-11,四川省甘孜藏族自治州甘孜县,城镇,共青团员,765,-1,0
14301,韩乐萱,男,汉族,2016,2001-01-24,新疆维吾尔自治区吐鲁番市托克逊县,城镇,共青团员,766,-1,0
14581,朱彩艳,女,汉族,2017,2002-09-06,四川省资阳市资阳市,城镇,共青团员,767,-1,0
14967,金翠花,男,汉族,2016,2001-04-19,江苏省连云港市海州区,城镇,共青团员,768,509,0
15002,卫晓云,女,汉族,2016,2001-06-17,辽宁省鞍山市鞍山市,城镇,一般,769,-1,0
14302,朱鑫琳,男,汉族,2017,2002-01-25,福建省宁德市宁德市,城镇,共青团员,770,-1,0
14303,冯金玫,男,汉族,2016,2002-11-04,江苏省淮安市淮阴区,城镇,共青团员,771,-1,0
14304,魏薇,男,汉族,2017,2001-04-08,宁夏回族自治区银川市灵武市,城镇,共青团员,772,303,0
14305,郑元珊,男,汉族,2016,2001-06-12,河南省焦作市沁阳市,城镇,共青团员,773,-1,0
14306,严玉晶,男,汉族,2016,2001-05-01,安徽省池州市青阳县,城镇,共青团员,774,-1,0
14307,褚迎春,男,汉族,2017,2001-10-13,安徽省马鞍山市和县,城镇,共青团员,775,-1,0
14308,赵千萍,男,汉族,2017,2001-05-27,辽宁省锦州市锦州市,城镇,共青团员,776,-1,0
14309,钱高彭,男,汉族,2016,2002-06-06,福建省漳州市南靖县,城镇,共青团员,777,-1,0
14310,姜晶,男,汉族,2017,2001-06-26,内蒙古自治区乌兰察布市察哈尔右翼中旗,城镇,共青团员,778,-1,0
14311,施苹,女,汉族,2016,2001-06-25,黑龙江省佳木斯市前进区,城镇,共青团员,779,-1,0
14312,韩朱娇,男,汉族,2017,2002-06-26,重庆市重庆市永川区,城镇,共青团员,780,-1,0
14313,严芸,男,汉族,2016,2002-03-12,宁夏回族自治区固原市原州区,城镇,共青团员,781,-1,0
14314,杨火英,男,汉族,2016,2001-07-12,重庆市重庆市大渡口区,城镇,共青团员,782,-1,0
14315,陶冬灵,男,汉族,2016,2002-02-25,陕西省安康市平利县,城镇,共青团员,783,-1,0
14316,褚春萍,女,汉族,2017,2002-05-13,广东省深圳市罗湖区,城镇,共青团员,784,-1,0
14317,李厚菊,女,汉族,2016,2001-07-01,黑龙江省大兴安岭地区漠河县,城镇,共青团员,785,-1,0
14318,严娜,女,汉族,2017,2002-08-19,海南省海口市海口市,城镇,共青团员,786,-1,0
14319,孟高彭,女,汉族,2017,2002-07-22,四川省成都市青白江区,城镇,共青团员,787,-1,0
14320,钱忠娇,女,汉族,2016,2001-09-14,河南省开封市尉氏县,城镇,共青团员,788,-1,0
14321,沈半芹,女,汉族,2016,2002-06-22,广东省韶关市乐昌市,城镇,共青团员,789,504,0
14322,杨蓉,女,汉族,2017,2001-09-24,四川省凉山彝族自治州雷波县,城镇,共青团员,790,-1,0
14323,朱平夏,女,汉族,2016,2001-03-07,浙江省温州市文成县,城镇,共青团员,791,407,0
14324,褚冰露,男,汉族,2016,2001-10-08,湖南省株洲市攸县,城镇,共青团员,792,-1,0
14325,冯紫萱,男,汉族,2017,2002-09-02,湖南省张家界市慈利县,城镇,共青团员,793,-1,0
14326,陶伊萍,女,汉族,2016,2001-03-14,四川省自贡市沿滩区,城镇,共青团员,794,-1,0
14327,卫念,男,汉族,2016,2002-05-05,重庆市重庆市大足区,城镇,共青团员,795,302,0
14328,王彩菊,男,汉族,2016,2001-08-08,山东省潍坊市奎文区,城镇,共青团员,796,-1,0
14329,朱枝,女,苗族,2017,2002-11-11,内蒙古自治区呼伦贝尔市新巴尔虎右旗,城镇,共青团员,797,-1,0
14330,陈娇娇,女,汉族,2016,2002-03-07,宁夏回族自治区银川市灵武市,城镇,共青团员,798,-1,0
14331,孔悦明,女,汉族,2016,2001-07-11,浙江省绍兴市上虞区,城镇,共青团员,799,-1,0
14332,秦妙海,女,汉族,2017,2001-05-27,河南省三门峡市义马市,城镇,共青团员,800,-1,0
14333,尤睿敏,女,汉族,2016,2002-03-16,辽宁省朝阳市建平县,城镇,共青团员,801,-1,0
14334,秦琴,女,汉族,2017,2002-04-01,四川省宜宾市筠连县,城镇,共青团员,802,-1,0
14335,许夏梅,男,汉族,2017,2002-01-08,河南省南阳市西峡县,城镇,共青团员,803,-1,0
14336,冯纨,女,汉族,2017,2001-03-25,河北省承德市滦平县,城镇,共青团员,804,-1,0
14337,卫花娥,男,汉族,2017,2002-01-27,新疆维吾尔自治区和田地区民丰县,城镇,共青团员,805,202,0
14338,施青槐,男,汉族,2017,2002-05-22,四川省德阳市绵竹市,城镇,共青团员,806,-1,0
14339,陶丽,女,汉族,2017,2001-11-21,云南省保山市腾冲市,城镇,共青团员,807,-1,0
14340,戚蓓,男,汉族,2017,2002-04-01,西藏自治区那曲地区嘉黎县,城镇,共青团员,808,-1,0
14341,卫厚菊,女,汉族,2017,2001-02-05,山西省吕梁市石楼县,城镇,共青团员,809,-1,0
14342,何娟,男,汉族,2017,2002-11-03,山东省济宁市金乡县,城镇,共青团员,810,302,0
14343,何莉莎,女,汉族,2016,2002-09-26,黑龙江省绥化市肇东市,城镇,共青团员,811,504,0
14344,施艳红,男,汉族,2016,2001-01-15,广东省湛江市徐闻县,城镇,一般,812,207,0
14345,尤锦,女,汉族,2016,2001-10-11,湖南省郴州市桂阳县,城镇,共青团员,813,-1,0
14346,陶妹妹,女,汉族,2016,2002-04-21,江西省吉安市新干县,城镇,共青团员,814,-1,0
14347,孙莺,男,汉族,2016,2001-10-26,甘肃省庆阳市庆阳市,城镇,共青团员,815,-1,0
14348,华倩,女,汉族,2017,2001-04-16,新疆维吾尔自治区和田地区民丰县,城镇,共青团员,816,-1,0
14349,郑咏,男,汉族,2017,2002-05-07,四川省达州市达川区,城镇,共青团员,817,-1,0
14350,陈文涛,男,汉族,2017,2001-07-03,贵州省贵阳市修文县,城镇,共青团员,818,204,0
14351,赵宁,女,汉族,2017,2002-10-01,吉林省四平市双辽市,城镇,共青团员,819,403,0
14352,许显丽,男,汉族,2016,2002-03-08,浙江省宁波市奉化市,城镇,共青团员,820,205,0
14353,施媛元,女,汉族,2016,2001-03-26,湖南省常德市桃源县,城镇,共青团员,821,-1,0
14354,毕显,男,汉族,2016,2002-10-27,山东省潍坊市寒亭区,城镇,共青团员,822,-1,0
14355,曹桂花,女,汉族,2017,2001-01-18,黑龙江省齐齐哈尔市甘南县,城镇,共青团员,823,-1,0
14356,金嘉,男,汉族,2016,2002-10-20,河南省许昌市禹州市,城镇,共青团员,824,-1,0
14357,陈紫萱,男,汉族,2016,2002-02-23,辽宁省大连市中山区,城镇,一般,825,-1,0
14359,杨冰露,女,汉族,2016,2002-05-10,内蒙古自治区呼和浩特市回民区,城镇,共青团员,826,-1,0
14360,赵胜珍,男,汉族,2016,2002-01-06,湖南省益阳市安化县,城镇,共青团员,827,-1,0
14361,冯苹,女,汉族,2016,2001-04-19,贵州省铜仁市碧江区,城镇,共青团员,828,-1,0
14362,蒋凡,女,汉族,2017,2001-08-08,甘肃省陇南市西和县,城镇,共青团员,829,505,0
14363,赵昭东,女,汉族,2016,2001-10-18,辽宁省鞍山市海城市,城镇,共青团员,830,-1,0
14364,钱淇,女,汉族,2017,2001-04-20,山西省忻州市宁武县,城镇,共青团员,831,403,0
14365,褚叶,女,汉族,2017,2001-01-26,四川省眉山市青神县,城镇,共青团员,832,-1,0
14366,袁瑶,男,汉族,2017,2001-09-25,湖北省武汉市江夏区,城镇,共青团员,833,-1,0
14367,窦荷,男,汉族,2017,2001-04-27,福建省三明市梅列区,城镇,共青团员,834,-1,0
14368,严含玉,女,汉族,2017,2002-05-26,湖南省永州市江华瑶族自治县,城镇,共青团员,835,-1,0
14369,戚飘,男,汉族,2017,2002-10-23,安徽省阜阳市阜南县,城镇,共青团员,836,-1,0
14370,华芳,男,汉族,2016,2002-08-10,山东省聊城市冠县,城镇,共青团员,837,-1,0
14371,赵海莲,男,汉族,2017,2002-05-03,河北省张家口市赤城县,城镇,一般,838,-1,0
14372,段干夜白,女,汉族,2016,2002-08-05,广西壮族自治区玉林市容县,城镇,共青团员,839,-1,0
14373,严谷波,女,汉族,2016,2001-10-24,云南省曲靖市麒麟区,城镇,共青团员,840,-1,0
14374,杨梦,女,汉族,2017,2002-09-22,贵州省黔东南苗族侗族自治州天柱县,城镇,共青团员,841,-1,0
14375,戚宜,男,汉族,2017,2001-07-18,四川省内江市内江市,城镇,共青团员,842,207,0
14376,孔缘双,男,汉族,2017,2002-11-14,新疆维吾尔自治区塔城地区裕民县,城镇,共青团员,843,-1,0
14377,严竹,男,汉族,2017,2001-05-21,山西省晋城市陵川县,城镇,共青团员,844,-1,0
14378,沈含卉,男,汉族,2016,2002-09-21,江西省九江市都昌县,城镇,共青团员,845,-1,0
14380,吴凝,男,汉族,2017,2001-09-25,山东省日照市日照市,城镇,共青团员,846,-1,0
14381,孔凡,女,汉族,2016,2002-06-09,江西省萍乡市芦溪县,城镇,共青团员,847,-1,0
14382,周琼琼,女,汉族,2017,2002-02-02,广东省清远市连州市,城镇,共青团员,848,-1,0
14383,冯惜雪,女,汉族,2016,2002-04-13,陕西省铜川市宜君县,城镇,共青团员,849,-1,0
14384,方瑗,女,汉族,2016,2001-10-23,新疆维吾尔自治区阿克苏地区柯坪县,城镇,共青团员,850,-1,0
14385,杨艺,男,汉族,2016,2002-09-10,贵州省遵义市绥阳县,城镇,少先队员,851,-1,0
14386,姜程悦,女,汉族,2017,2001-04-26,辽宁省大连市中山区,城镇,共青团员,852,-1,0
14387,姜枝,女,汉族,2017,2002-10-09,内蒙古自治区乌海市乌海市,城镇,共青团员,853,-1,0
14388,魏红燕,女,汉族,2017,2002-02-14,贵州省黔东南苗族侗族自治州从江县,城镇,共青团员,854,-1,0
14389,张二丫,女,汉族,2016,2001-06-08,山西省晋城市陵川县,城镇,共青团员,855,-1,0
14390,戚良翠,女,汉族,2017,2002-05-26,山西省晋中市昔阳县,城镇,共青团员,856,-1,0
14391,郑乐之,男,汉族,2017,2002-06-05,河南省平顶山市湛河区,城镇,共青团员,857,-1,0
14392,严翡翠,女,汉族,2017,2002-01-19,安徽省池州市东至县,城镇,共青团员,858,-1,0
14393,姜倩,男,汉族,2017,2001-05-05,贵州省铜仁市松桃苗族自治县,城镇,共青团员,859,-1,0
14394,沈霄,男,汉族,2016,2002-09-04,湖北省武汉市新洲区,城镇,共青团员,860,-1,0
14395,冯翡翠,女,汉族,2016,2001-07-11,黑龙江省黑河市北安市,城镇,共青团员,861,-1,0
14396,赵蓓,男,汉族,2017,2002-03-13,云南省临沧市临翔区,城镇,一般,862,-1,0
14397,奚韵,女,汉族,2017,2002-05-01,辽宁省鞍山市台安县,城镇,共青团员,863,-1,0
14398,金优优,男,汉族,2017,2001-07-24,新疆维吾尔自治区哈密市巴里坤哈萨克自治县,城镇,共青团员,864,-1,0
14399,周访琴,女,汉族,2016,2002-10-24,四川省甘孜藏族自治州巴塘县,城镇,共青团员,865,-1,0
14400,孙思,女,汉族,2017,2002-10-02,云南省红河哈尼族彝族自治州弥勒市,城镇,共青团员,866,-1,0
14401,吴开凤,男,汉族,2016,2001-03-02,河北省保定市徐水区,城镇,共青团员,867,-1,0
